Date/Time,Year,Month,Day,Data Quality,Max Temp (ﾰC),Max Temp Flag,Min Temp (ﾰC),Min Temp Flag,Mean Temp (ﾰC),Mean Temp Flag,Heat Deg Days (ﾰC),Heat Deg Days Flag,Cool Deg Days (ﾰC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1970-01-01,1970,1,1,,-12.8,,-16.7,,-14.8,,32.8,,0,,0,,0,,0,,,,,,,
1970-01-02,1970,1,2,,-10,,-15,,-12.5,,30.5,,0,,0,,0,,0,,,,,,,
1970-01-03,1970,1,3,,-11.1,,-21.1,,-16.1,,34.1,,0,,0,,0,,0,,,,,,,
1970-01-04,1970,1,4,,-14.4,,-26.1,,-20.3,,38.3,,0,,0,,0,,0,,,,,,,
1970-01-05,1970,1,5,,-8.3,,-23.3,,-15.8,,33.8,,0,,0,,2.5,,2.5,,,,,,,
1970-01-06,1970,1,6,,-8.9,,-12.2,,-10.6,,28.6,,0,,0,,0,,0,,,,,,,
1970-01-07,1970,1,7,,-11.1,,-20.6,,-15.9,,33.9,,0,,0,,0,,0,,,,,,,
1970-01-08,1970,1,8,,-8.9,,-21.1,,-15,,33,,0,,0,,0,T,0,T,,,,,,
1970-01-09,1970,1,9,,-11.1,,-13.9,,-12.5,,30.5,,0,,0,,3.8,,3.8,,,,,,,
1970-01-10,1970,1,10,,-10.6,,-13.3,,-12,,30,,0,,0,,1.8,,1.8,,,,,,,
1970-01-11,1970,1,11,,-12.2,,-15,,-13.6,,31.6,,0,,0,,0,,0,,,,,,,
1970-01-12,1970,1,12,,-13.9,,-22.8,,-18.4,,36.4,,0,,0,,0.8,,0.8,,,,,,,
1970-01-13,1970,1,13,,-12.2,,-16.7,,-14.5,,32.5,,0,,0,,0.5,,0.5,,,,,,,
1970-01-14,1970,1,14,,-16.1,,-18.3,,-17.2,,35.2,,0,,0,,0,,0,,,,,,,
1970-01-15,1970,1,15,,-17.8,,-23.3,,-20.6,,38.6,,0,,0,,0,,0,,,,,,,
1970-01-16,1970,1,16,,-6.7,,-20.6,,-13.7,,31.7,,0,,0,,3.6,,3.6,,,,,,,
1970-01-17,1970,1,17,,-3.9,,-13.9,,-8.9,,26.9,,0,,0,,0,,0,,,,,,,
1970-01-18,1970,1,18,,-11.7,,-16.7,,-14.2,,32.2,,0,,0,,0,,0,,,,,,,
1970-01-19,1970,1,19,,-16.1,,-26.7,,-21.4,,39.4,,0,,0,,0,,0,,,,,,,
1970-01-20,1970,1,20,,-18.9,,-26.7,,-22.8,,40.8,,0,,0,,0,,0,,,,,,,
1970-01-21,1970,1,21,,-17.2,,-22.8,,-20,,38,,0,,0,,0.3,,0.3,,,,,,,
1970-01-22,1970,1,22,,-15,,-23.3,,-19.2,,37.2,,0,,0,,2.5,,2.5,,,,,,,
1970-01-23,1970,1,23,,-9.4,,-22.8,,-16.1,,34.1,,0,,0,,2,,2,,,,,,,
1970-01-24,1970,1,24,,-11.7,,-25,,-18.4,,36.4,,0,,0,,0,T,0,T,,,,,,
1970-01-25,1970,1,25,,-7.2,,-18.3,,-12.8,,30.8,,0,,0,,2.5,,2.5,,,,,,,
1970-01-26,1970,1,26,,-3.9,,-12.8,,-8.4,,26.4,,0,,0,,0,,0,,,,,,,
1970-01-27,1970,1,27,,-9.4,,-13.3,,-11.4,,29.4,,0,,0,,0,T,0,T,,,,,,
1970-01-28,1970,1,28,,5,,-13.3,,-4.2,,22.2,,0,,13.7,,0,,13.7,,,,,,,
1970-01-29,1970,1,29,,5.6,,-5,,0.3,,17.7,,0,,0,,0,T,0,T,,,,,,
1970-01-30,1970,1,30,,-10.6,,-13.3,,-12,,30,,0,,0,,0,,0,,,,,,,
1970-01-31,1970,1,31,,1.7,,-14.4,,-6.4,,24.4,,0,,0,,0,T,0,T,,,,,,
1970-02-01,1970,2,1,,3.9,,-6.1,,-1.1,,19.1,,0,,0,,0,,0,,,,,,,
1970-02-02,1970,2,2,,5.6,,0,,2.8,,15.2,,0,,8.1,,0,,8.1,,,,,,,
1970-02-03,1970,2,3,,-2.2,,-11.1,,-6.7,,24.7,,0,,0,,15,,15,,,,,,,
1970-02-04,1970,2,4,,-15.6,,-23.9,,-19.8,,37.8,,0,,0,,0,,0,,,,,,,
1970-02-05,1970,2,5,,-3.9,,-23.3,,-13.6,,31.6,,0,,0,,0,,0,,,,,,,
1970-02-06,1970,2,6,,0,,-7.2,,-3.6,,21.6,,0,,0,,0.3,,0.3,,,,,,,
1970-02-07,1970,2,7,,1.7,,-11.7,,-5,,23,,0,,0,,0,,0,,,,,,,
1970-02-08,1970,2,8,,2.2,,-9.4,,-3.6,,21.6,,0,,0,,0,,0,,,,,,,
1970-02-09,1970,2,9,,2.2,,-10,,-3.9,,21.9,,0,,0,,0,,0,,,,,,,
1970-02-10,1970,2,10,,3.3,,-3.9,,-0.3,,18.3,,0,,2.8,,0,,2.8,,,,,,,
1970-02-11,1970,2,11,,3.9,,0.6,,2.3,,15.7,,0,,0.8,,13.7,,14.5,,,,,,,
1970-02-12,1970,2,12,,-12.2,,-13.9,,-13.1,,31.1,,0,,0,,1.5,,1.5,,,,,,,
1970-02-13,1970,2,13,,-17.8,,-20,,-18.9,,36.9,,0,,0,,0,,0,,,,,,,
1970-02-14,1970,2,14,,-12.2,,-21.1,,-16.7,,34.7,,0,,0,,0,,0,,,,,,,
1970-02-15,1970,2,15,,-8.3,,-20,,-14.2,,32.2,,0,,0,,11.4,,11.4,,,,,,,
1970-02-16,1970,2,16,,-7.2,,-12.2,,-9.7,,27.7,,0,,0,,0,,0,,,,,,,
1970-02-17,1970,2,17,,-1.1,,-13.9,,-7.5,,25.5,,0,,0,,0,,0,,,,,,,
1970-02-18,1970,2,18,,2.8,,-12.2,,-4.7,,22.7,,0,,0,,0.5,,0.5,,,,,,,
1970-02-19,1970,2,19,,-7.2,,-10,,-8.6,,26.6,,0,,0,,0,,0,,,,,,,
1970-02-20,1970,2,20,,-7.2,,-15,,-11.1,,29.1,,0,,0,,0,,0,,,,,,,
1970-02-21,1970,2,21,,-4.4,,-10.6,,-7.5,,25.5,,0,,0,,0.8,,0.8,,,,,,,
1970-02-22,1970,2,22,,2.8,,-9.4,,-3.3,,21.3,,0,,0,,0.5,,0.5,,,,,,,
1970-02-23,1970,2,23,,-11.1,,-15.6,,-13.4,,31.4,,0,,0,,2,,2,,,,,,,
1970-02-24,1970,2,24,,-12.8,,-16.1,,-14.5,,32.5,,0,,0,,5.6,,5.6,,,,,,,
1970-02-25,1970,2,25,,-8.9,,-15,,-12,,30,,0,,0,,0,T,0,T,,,,,,
1970-02-26,1970,2,26,,-14.4,,-21.7,,-18.1,,36.1,,0,,0,,0,,0,,,,,,,
1970-02-27,1970,2,27,,-3.9,,-21.1,,-12.5,,30.5,,0,,0,,5.1,,5.1,,,,,,,
1970-02-28,1970,2,28,,-3.9,,-8.3,,-6.1,,24.1,,0,,0,,0.5,,0.5,,,,,,,
1970-03-01,1970,3,1,,-1.1,,-7.2,,-4.2,,22.2,,0,,,,,,0.3,,,,,,,
1970-03-02,1970,3,2,,-1.7,,-7.8,,-4.8,,22.8,,0,,,,,,0,,,,,,,
1970-03-03,1970,3,3,,-1.1,,-11.1,,-6.1,,24.1,,0,,,,,,0,,,,,,,
1970-03-04,1970,3,4,,0,,-12.8,,-6.4,,24.4,,0,,,,,,7.1,,,,,,,
1970-03-05,1970,3,5,,1.7,,-6.7,,-2.5,,20.5,,0,,,,,,0,,,,,,,
1970-03-06,1970,3,6,,0,,-2.8,,-1.4,,19.4,,0,,,,,,0,,,,,,,
1970-03-07,1970,3,7,,1.7,,-5.6,,-2,,20,,0,,,,,,0.8,,,,,,,
1970-03-08,1970,3,8,,-6.7,,-10,,-8.4,,26.4,,0,,,,,,0,,,,,,,
1970-03-09,1970,3,9,,-5.6,,-13.3,,-9.5,,27.5,,0,,,,,,0.5,,,,,,,
1970-03-10,1970,3,10,,-3.9,,-10,,-7,,25,,0,,,,,,5.6,,,,,,,
1970-03-11,1970,3,11,,-2.2,,-6.7,,-4.5,,22.5,,0,,,,,,0.3,,,,,,,
1970-03-12,1970,3,12,,-1.1,,-6.7,,-3.9,,21.9,,0,,,,,,0,,,,,,,
1970-03-13,1970,3,13,,0,,-8.3,,-4.2,,22.2,,0,,,,,,0,,,,,,,
1970-03-14,1970,3,14,,0,,-3.9,,-2,,20,,0,,,,,,2.3,,,,,,,
1970-03-15,1970,3,15,,-1.7,,-5.6,,-3.7,,21.7,,0,,,,,,3.3,,,,,,,
1970-03-16,1970,3,16,,-2.2,,-7.2,,-4.7,,22.7,,0,,,,,,0,,,,,,,
1970-03-17,1970,3,17,,1.7,,-5,,-1.7,,19.7,,0,,,,,,0,,,,,,,
1970-03-18,1970,3,18,,3.3,,-5.6,,-1.2,,19.2,,0,,,,,,0,,,,,,,
1970-03-19,1970,3,19,,3.3,,-7.2,,-2,,20,,0,,,,,,0,,,,,,,
1970-03-20,1970,3,20,,6.7,,-5.6,,0.6,,17.4,,0,,,,,,10.9,,,,,,,
1970-03-21,1970,3,21,,3.9,,0,,2,,16,,0,,,,,,0.3,,,,,,,
1970-03-22,1970,3,22,,6.7,,-0.6,,3.1,,14.9,,0,,,,,,7.9,,,,,,,
1970-03-23,1970,3,23,,2.2,,0.6,,1.4,,16.6,,0,,,,,,3.3,,,,,,,
1970-03-24,1970,3,24,,2.2,,-3.3,,-0.6,,18.6,,0,,,,,,0.5,,,,,,,
1970-03-25,1970,3,25,,2.8,,-1.1,,0.9,,17.1,,0,,,,,,0,,,,,,,
1970-03-26,1970,3,26,,5,,-4.4,,0.3,,17.7,,0,,,,,,11.2,,,,,,,
1970-03-27,1970,3,27,,2.2,,-1.1,,0.6,,17.4,,0,,,,,,0,T,,,,,,
1970-03-28,1970,3,28,,3.9,,-3.3,,0.3,,17.7,,0,,,,,,1.5,,,,,,,
1970-03-29,1970,3,29,,-4.4,,-7.8,,-6.1,,24.1,,0,,,,,,0,,,,,,,
1970-03-30,1970,3,30,,-2.8,,-10,,-6.4,,24.4,,0,,,,,,0,,,,,,,
1970-03-31,1970,3,31,,3.9,,-8.9,,-2.5,,20.5,,0,,,,,,0,,,,,,,
1970-04-01,1970,4,1,,3.3,,-2.2,,0.6,,17.4,,0,,0,,2,,2,,,,,,,
1970-04-02,1970,4,2,,1.1,,-1.1,,0,,18,,0,,0,,25.4,,25.4,,,,,,,
1970-04-03,1970,4,3,,3.3,,-2.2,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
1970-04-04,1970,4,4,,2.8,,-2.2,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
1970-04-05,1970,4,5,,0.6,,-6.7,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
1970-04-06,1970,4,6,,6.1,,-6.7,,-0.3,,18.3,,0,,0,,0,,0,,,,,,,
1970-04-07,1970,4,7,,7.2,,1.1,,4.2,,13.8,,0,,0,,1.3,,1.3,,,,,,,
1970-04-08,1970,4,8,,7.2,,0,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
1970-04-09,1970,4,9,,11.7,,0,,5.9,,12.1,,0,,0,,0,T,0,T,,,,,,
1970-04-10,1970,4,10,,3.3,,0.6,,2,,16,,0,,0,,0,,0,,,,,,,
1970-04-11,1970,4,11,,2.2,,-3.9,,-0.9,,18.9,,0,,0,,0,,0,,,,,,,
1970-04-12,1970,4,12,,7.2,,0,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
1970-04-13,1970,4,13,,11.1,,1.7,,6.4,,11.6,,0,,0,,0,,0,,,,,,,
1970-04-14,1970,4,14,,13.9,,0.6,,7.3,,10.7,,0,,0,,0,,0,,,,,,,
1970-04-15,1970,4,15,,11.1,,1.1,,6.1,,11.9,,0,,0,,0,,0,,,,,,,
1970-04-16,1970,4,16,,12.8,,1.1,,7,,11,,0,,0,,0,,0,,,,,,,
1970-04-17,1970,4,17,,17.8,,2.8,,10.3,,7.7,,0,,0.3,,0,,0.3,,,,,,,
1970-04-18,1970,4,18,,10,,6.1,,8.1,,9.9,,0,,0,,0,,0,,,,,,,
1970-04-19,1970,4,19,,10.6,,1.1,,5.9,,12.1,,0,,0,,0,,0,,,,,,,
1970-04-20,1970,4,20,,7.8,,0.6,,4.2,,13.8,,0,,8.9,,0,,8.9,,,,,,,
1970-04-21,1970,4,21,,10,,3.3,,6.7,,11.3,,0,,3.8,,0,,3.8,,,,,,,
1970-04-22,1970,4,22,,8.9,,5.6,,7.3,,10.7,,0,,0.8,,0,,0.8,,,,,,,
1970-04-23,1970,4,23,,11.1,,3.3,,7.2,,10.8,,0,,0,T,0,,0,T,,,,,,
1970-04-24,1970,4,24,,8.9,,5,,7,,11,,0,,15,,0,,15,,,,,,,
1970-04-25,1970,4,25,,12.2,,5.6,,8.9,,9.1,,0,,0,,0,,0,,,,,,,
1970-04-26,1970,4,26,,18.3,,2.8,,10.6,,7.4,,0,,0,T,0,,0,T,,,,,,
1970-04-27,1970,4,27,,22.8,,11.7,,17.3,,0.7,,0,,0,,0,,0,,,,,,,
1970-04-28,1970,4,28,,18.3,,8.3,,13.3,,4.7,,0,,0,,0,,0,,,,,,,
1970-04-29,1970,4,29,,18.3,,8.9,,13.6,,4.4,,0,,0,,0,,0,,,,,,,
1970-04-30,1970,4,30,,23.9,,6.1,,15,,3,,0,,0,,0,,0,,,,,,,
1970-05-01,1970,5,1,,21.7,,12.2,,17,,1,,0,,,,,,,,,,,,,
1970-05-02,1970,5,2,,17.2,,10.6,,13.9,,4.1,,0,,,,,,,,,,,,,
1970-05-03,1970,5,3,,10,,7.2,,8.6,,9.4,,0,,,,,,,,,,,,,
1970-05-04,1970,5,4,,17.8,,4.4,,11.1,,6.9,,0,,,,,,,,,,,,,
1970-05-05,1970,5,5,,13.9,,8.3,,11.1,,6.9,,0,,,,,,,,,,,,,
1970-05-06,1970,5,6,,5.6,,0,,2.8,,15.2,,0,,,,,,,,,,,,,
1970-05-07,1970,5,7,,12.2,,1.7,,7,,11,,0,,,,,,,,,,,,,
1970-05-08,1970,5,8,,14.4,,3.9,,9.2,,8.8,,0,,,,,,,,,,,,,
1970-05-09,1970,5,9,,13.9,,8.9,,11.4,,6.6,,0,,,,,,,,,,,,,
1970-05-10,1970,5,10,,16.7,,11.1,,13.9,,4.1,,0,,,,,,,,,,,,,
1970-05-11,1970,5,11,,14.4,,8.3,,11.4,,6.6,,0,,,,,,,,,,,,,
1970-05-12,1970,5,12,,16.7,,5,,10.9,,7.1,,0,,,,,,,,,,,,,
1970-05-13,1970,5,13,,12.8,,9.4,,11.1,,6.9,,0,,,,,,,,,,,,,
1970-05-14,1970,5,14,,18.3,,5.6,,12,,6,,0,,,,,,,,,,,,,
1970-05-15,1970,5,15,,17.8,,5.6,,11.7,,6.3,,0,,,,,,,,,,,,,
1970-05-16,1970,5,16,,17.2,,12.8,,15,,3,,0,,,,,,,,,,,,,
1970-05-17,1970,5,17,,13.9,,12.2,,13.1,,4.9,,0,,,,,,,,,,,,,
1970-05-18,1970,5,18,,17.2,,11.7,,14.5,,3.5,,0,,,,,,,,,,,,,
1970-05-19,1970,5,19,,22.8,,11.7,,17.3,,0.7,,0,,,,,,,,,,,,,
1970-05-20,1970,5,20,,20.6,,11.7,,16.2,,1.8,,0,,,,,,,,,,,,,
1970-05-21,1970,5,21,,21.7,,7.2,,14.5,,3.5,,0,,,,,,,,,,,,,
1970-05-22,1970,5,22,,20.6,,14.4,,17.5,,0.5,,0,,,,,,,,,,,,,
1970-05-23,1970,5,23,,18.9,,11.1,,15,,3,,0,,,,,,,,,,,,,
1970-05-24,1970,5,24,,15,,8.9,,12,,6,,0,,,,,,,,,,,,,
1970-05-25,1970,5,25,,14.4,,10,,12.2,,5.8,,0,,,,,,,,,,,,,
1970-05-26,1970,5,26,,21.1,,10.6,,15.9,,2.1,,0,,,,,,,,,,,,,
1970-05-27,1970,5,27,,13.9,,8.9,,11.4,,6.6,,0,,,,,,,,,,,,,
1970-05-28,1970,5,28,,15.6,,7.8,,11.7,,6.3,,0,,,,,,,,,,,,,
1970-05-29,1970,5,29,,21.1,,5,,13.1,,4.9,,0,,,,,,,,,,,,,
1970-05-30,1970,5,30,,22.2,,12.8,,17.5,,0.5,,0,,,,,,,,,,,,,
1970-05-31,1970,5,31,,23.9,,14.4,,19.2,,0,,1.2,,,,,,,,,,,,,
1970-06-01,1970,6,1,,26.1,,17.8,,22,,0,,4,,0,,0,,0,,,,,,,
1970-06-02,1970,6,2,,29.4,,15.6,,22.5,,0,,4.5,,1,,0,,1,,,,,,,
1970-06-03,1970,6,3,,18.3,,15.6,,17,,1,,0,,0,,0,,0,,,,,,,
1970-06-04,1970,6,4,,19.4,,10.6,,15,,3,,0,,0,,0,,0,,,,,,,
1970-06-05,1970,6,5,,21.1,,13.3,,17.2,,0.8,,0,,6.4,E,0,,6.4,E,,,,,,
1970-06-06,1970,6,6,,16.7,,13.3,,15,,3,,0,,8.9,E,0,,8.9,E,,,,,,
1970-06-07,1970,6,7,,20.6,,13.3,,17,,1,,0,,0,,0,,0,,,,,,,
1970-06-08,1970,6,8,,26.1,,16.1,,21.1,,0,,3.1,,0,,0,,0,,,,,,,
1970-06-09,1970,6,9,,27.8,,17.2,,22.5,,0,,4.5,,0,,0,,0,,,,,,,
1970-06-10,1970,6,10,,28.9,,16.7,,22.8,,0,,4.8,,0,,0,,0,,,,,,,
1970-06-11,1970,6,11,,26.1,,19.4,,22.8,,0,,4.8,,0,,0,,0,,,,,,,
1970-06-12,1970,6,12,,23.3,,13.9,,18.6,,0,,0.6,,0,,0,,0,,,,,,,
1970-06-13,1970,6,13,,19.4,,12.2,,15.8,,2.2,,0,,0,,0,,0,,,,,,,
1970-06-14,1970,6,14,,22.8,,12.8,,17.8,,0.2,,0,,0,,0,,0,,,,,,,
1970-06-15,1970,6,15,,26.7,,13.9,,20.3,,0,,2.3,,0,,0,,0,,,,,,,
1970-06-16,1970,6,16,,25,,15.6,,20.3,,0,,2.3,,0,,0,,0,,,,,,,
