Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1930-01-01,1930,01,01,,6.7,,-0.6,,3.1,,14.9,,0.0,,3.8,,0.0,,3.8,,,,,,,
1930-01-02,1930,01,02,,4.4,,2.2,,3.3,,14.7,,0.0,,4.6,,0.0,,4.6,,,,,,,
1930-01-03,1930,01,03,,3.9,,-0.6,,1.7,,16.3,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-01-04,1930,01,04,,-1.1,,-8.3,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-05,1930,01,05,,5.6,,-5.6,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-06,1930,01,06,,8.3,,2.8,,5.6,,12.4,,0.0,,0.0,T,0.0,,0.0,T,,,,,,
1930-01-07,1930,01,07,,8.3,,2.2,,5.3,,12.7,,0.0,,11.2,,0.0,,11.2,,,,,,,
1930-01-08,1930,01,08,,0.6,,-2.8,,-1.1,,19.1,,0.0,,20.3,,0.0,,20.3,,,,,,,
1930-01-09,1930,01,09,,-7.8,,-11.7,,-9.8,,27.8,,0.0,,0.0,,8.4,,8.4,,,,,,,
1930-01-10,1930,01,10,,-9.4,,-13.3,,-11.4,,29.4,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-01-11,1930,01,11,,1.7,,-13.3,,-5.8,,23.8,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-01-12,1930,01,12,,4.4,,-2.8,,0.8,,17.2,,0.0,,6.9,,2.0,,8.9,,,,,,,
1930-01-13,1930,01,13,,2.2,,0.6,,1.4,,16.6,,0.0,,0.0,T,0.3,,0.3,,,,,,,
1930-01-14,1930,01,14,,5.0,,-0.6,,2.2,,15.8,,0.0,,4.6,,0.0,,4.6,,,,,,,
1930-01-15,1930,01,15,,0.6,,-4.4,,-1.9,,19.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-01-16,1930,01,16,,-13.9,,-17.2,,-15.6,,33.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-17,1930,01,17,,-2.2,,-18.3,,-10.3,,28.3,,0.0,,0.0,,10.2,,10.2,,,,,,,
1930-01-18,1930,01,18,,-8.9,,-15.0,,-12.0,,30.0,,0.0,,0.0,,3.6,,3.6,,,,,,,
1930-01-19,1930,01,19,,-7.8,,-17.8,,-12.8,,30.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-20,1930,01,20,,-3.9,,-9.4,,-6.7,,24.7,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-01-21,1930,01,21,,-2.8,,-9.4,,-6.1,,24.1,,0.0,,0.0,,4.6,,4.6,,,,,,,
1930-01-22,1930,01,22,,-5.6,,-12.8,,-9.2,,27.2,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-01-23,1930,01,23,,-10.0,,-13.9,,-12.0,,30.0,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-01-24,1930,01,24,,-5.0,,-13.9,,-9.5,,27.5,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-01-25,1930,01,25,,-4.4,,-14.4,,-9.4,,27.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-26,1930,01,26,,-9.4,,-20.0,,-14.7,,32.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-27,1930,01,27,,-3.3,,-11.7,,-7.5,,25.5,,0.0,,0.0,,1.3,,1.3,,,,,,,
1930-01-28,1930,01,28,,-0.6,,-7.2,,-3.9,,21.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-01-29,1930,01,29,,-3.3,,-10.0,,-6.7,,24.7,,0.0,,0.0,,0.8,,0.8,,,,,,,
1930-01-30,1930,01,30,,-3.3,,-11.1,,-7.2,,25.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-31,1930,01,31,,-1.7,,-6.1,,-3.9,,21.9,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-02-01,1930,02,01,,-1.7,,-6.7,,-4.2,,22.2,,0.0,,0.0,,1.0,,1.0,,,,,,,
1930-02-02,1930,02,02,,-4.4,,-6.1,,-5.3,,23.3,,0.0,,0.0,,7.1,,7.1,,,,,,,
1930-02-03,1930,02,03,,-3.3,,-11.1,,-7.2,,25.2,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-02-04,1930,02,04,,0.6,,-8.3,,-3.9,,21.9,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-02-05,1930,02,05,,-6.7,,-15.0,,-10.9,,28.9,,0.0,,0.0,,3.3,,3.3,,,,,,,
1930-02-06,1930,02,06,,-8.3,,-21.1,,-14.7,,32.7,,0.0,,0.0,,5.1,,5.1,,,,,,,
1930-02-07,1930,02,07,,-1.1,,-12.8,,-7.0,,25.0,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-02-08,1930,02,08,,-1.1,,-5.6,,-3.4,,21.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-02-09,1930,02,09,,3.3,,-7.8,,-2.3,,20.3,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-02-10,1930,02,10,,-2.2,,-7.8,,-5.0,,23.0,,0.0,,0.0,,1.0,,1.0,,,,,,,
1930-02-11,1930,02,11,,0.6,,-9.4,,-4.4,,22.4,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-02-12,1930,02,12,,4.4,,-4.4,,0.0,,18.0,,0.0,,13.5,,0.0,,13.5,,,,,,,
1930-02-13,1930,02,13,,3.9,,-4.4,,-0.3,,18.3,,0.0,,0.8,,0.0,T,0.8,,,,,,,
1930-02-14,1930,02,14,,-1.1,,-9.4,,-5.3,,23.3,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-02-15,1930,02,15,,-10.0,,-15.6,,-12.8,,30.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-16,1930,02,16,,-11.7,,-17.8,,-14.8,,32.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-17,1930,02,17,,1.7,,-17.8,,-8.1,,26.1,,0.0,,0.0,,0.8,,0.8,,,,,,,
1930-02-18,1930,02,18,,6.7,,-1.1,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-19,1930,02,19,,10.6,,3.3,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-20,1930,02,20,,11.7,,3.9,,7.8,,10.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-21,1930,02,21,,10.6,,4.4,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-22,1930,02,22,,7.2,,0.6,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-23,1930,02,23,,12.8,,2.8,,7.8,,10.2,,0.0,,3.0,,0.0,,3.0,,,,,,,
1930-02-24,1930,02,24,,12.2,,0.0,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-25,1930,02,25,,6.1,,1.1,,3.6,,14.4,,0.0,,11.9,,0.0,,11.9,,,,,,,
1930-02-26,1930,02,26,,-5.6,,-8.9,,-7.3,,25.3,,0.0,,0.0,,8.4,,8.4,,,,,,,
1930-02-27,1930,02,27,,-1.7,,-7.8,,-4.8,,22.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-02-28,1930,02,28,,1.1,,-11.1,,-5.0,,23.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-01,1930,03,01,,4.4,,-2.8,,0.8,,17.2,,0.0,,0.0,,2.0,,2.0,,,,,,,
1930-03-02,1930,03,02,,-1.1,,-9.4,,-5.3,,23.3,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-03-03,1930,03,03,,-2.8,,-9.4,,-6.1,,24.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-03-04,1930,03,04,,0.0,,-8.9,,-4.5,,22.5,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-03-05,1930,03,05,,4.4,,-3.3,,0.6,,17.4,,0.0,,0.0,,1.3,,1.3,,,,,,,
1930-03-06,1930,03,06,,2.2,,-5.0,,-1.4,,19.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-07,1930,03,07,,5.0,,0.0,,2.5,,15.5,,0.0,,15.2,,2.5,,17.8,,,,,,,
1930-03-08,1930,03,08,,3.9,,0.0,,2.0,,16.0,,0.0,,2.5,,0.0,,2.5,,,,,,,
1930-03-09,1930,03,09,,5.6,,-5.0,,0.3,,17.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-10,1930,03,10,,6.7,,0.0,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-11,1930,03,11,,5.6,,1.1,,3.4,,14.6,,0.0,,6.6,,0.0,,6.6,,,,,,,
1930-03-12,1930,03,12,,4.4,,-0.6,,1.9,,16.1,,0.0,,0.0,,1.0,,1.0,,,,,,,
1930-03-13,1930,03,13,,8.3,,-2.8,,2.8,,15.2,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-03-14,1930,03,14,,-1.7,,-8.9,,-5.3,,23.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-15,1930,03,15,,1.1,,-7.8,,-3.4,,21.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-16,1930,03,16,,2.2,,-1.1,,0.6,,17.4,,0.0,,4.6,,0.8,,5.3,,,,,,,
1930-03-17,1930,03,17,,8.9,,0.0,,4.5,,13.5,,0.0,,1.5,,0.0,,1.5,,,,,,,
1930-03-18,1930,03,18,,0.6,,-3.3,,-1.4,,19.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-03-19,1930,03,19,,0.6,,-4.4,,-1.9,,19.9,,0.0,,0.0,,0.5,,0.5,,,,,,,
1930-03-20,1930,03,20,,10.6,,-4.4,,3.1,,14.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-21,1930,03,21,,-5.6,,-7.8,,-6.7,,24.7,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-03-22,1930,03,22,,0.0,,-8.3,,-4.2,,22.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-23,1930,03,23,,2.2,,-6.1,,-2.0,,20.0,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-03-24,1930,03,24,,0.0,,-3.3,,-1.7,,19.7,,0.0,,0.0,,4.6,,4.6,,,,,,,
1930-03-25,1930,03,25,,1.7,,-5.0,,-1.7,,19.7,,0.0,,24.1,,11.4,,35.6,,,,,,,
1930-03-26,1930,03,26,,2.2,,-1.1,,0.6,,17.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-03-27,1930,03,27,,1.7,,-2.8,,-0.6,,18.6,,0.0,,0.0,,0.8,,0.8,,,,,,,
1930-03-28,1930,03,28,,3.3,,-2.2,,0.6,,17.4,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-03-29,1930,03,29,,3.9,,-3.9,,0.0,,18.0,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-03-30,1930,03,30,,4.4,,-3.9,,0.3,,17.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-03-31,1930,03,31,,7.8,,-2.8,,2.5,,15.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-01,1930,04,01,,6.7,,1.1,,3.9,,14.1,,0.0,,3.3,,0.0,,3.3,,,,,,,
1930-04-02,1930,04,02,,5.6,,-2.2,,1.7,,16.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-04-03,1930,04,03,,7.8,,-1.1,,3.4,,14.6,,0.0,,1.3,,0.0,,1.3,,,,,,,
1930-04-04,1930,04,04,,9.4,,0.6,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-05,1930,04,05,,13.9,,-1.1,,6.4,,11.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-06,1930,04,06,,10.0,,2.8,,6.4,,11.6,,0.0,,10.9,,0.0,,10.9,,,,,,,
1930-04-07,1930,04,07,,5.0,,-1.1,,2.0,,16.0,,0.0,,2.5,,1.0,,3.6,,,,,,,
1930-04-08,1930,04,08,,3.3,,-3.9,,-0.3,,18.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-04-09,1930,04,09,,9.4,,-3.3,,3.1,,14.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-10,1930,04,10,,16.1,,0.6,,8.4,,9.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-11,1930,04,11,,16.1,,8.3,,12.2,,5.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-12,1930,04,12,,17.2,,9.4,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-13,1930,04,13,,19.4,,8.3,,13.9,,4.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-14,1930,04,14,,11.7,,2.8,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-15,1930,04,15,,3.3,,-2.2,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-16,1930,04,16,,6.1,,-0.6,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-17,1930,04,17,,8.3,,1.7,,5.0,,13.0,,0.0,,7.4,,0.0,,7.4,,,,,,,
1930-04-18,1930,04,18,,21.7,,5.6,,13.7,,4.3,,0.0,,2.0,,0.0,,2.0,,,,,,,
1930-04-19,1930,04,19,,10.6,,4.4,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-20,1930,04,20,,8.9,,0.0,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-21,1930,04,21,,8.9,,3.9,,6.4,,11.6,,0.0,,2.8,,0.0,,2.8,,,,,,,
1930-04-22,1930,04,22,,3.3,,-1.7,,0.8,,17.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-04-23,1930,04,23,,2.2,,-3.9,,-0.9,,18.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-04-24,1930,04,24,,5.6,,-3.3,,1.2,,16.8,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1930-04-25,1930,04,25,,11.1,,2.2,,6.7,,11.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-26,1930,04,26,,13.9,,1.1,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-27,1930,04,27,,15.0,,3.3,,9.2,,8.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-28,1930,04,28,,11.1,,1.7,,6.4,,11.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-29,1930,04,29,,16.1,,3.9,,10.0,,8.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-04-30,1930,04,30,,20.6,,8.3,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-01,1930,05,01,,23.3,,11.1,,17.2,,0.8,,0.0,,6.9,,0.0,,6.9,,,,,,,
1930-05-02,1930,05,02,,22.2,,12.8,,17.5,,0.5,,0.0,,4.1,,0.0,,4.1,,,,,,,
1930-05-03,1930,05,03,,18.3,,7.8,,13.1,,4.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-04,1930,05,04,,25.6,,8.3,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-05,1930,05,05,,23.9,,8.9,,16.4,,1.6,,0.0,,0.3,,0.0,,0.3,,,,,,,
1930-05-06,1930,05,06,,27.2,,13.9,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,,,,
1930-05-07,1930,05,07,,30.6,,15.6,,23.1,,0.0,,5.1,,4.8,,0.0,,4.8,,,,,,,
1930-05-08,1930,05,08,,27.8,,13.3,,20.6,,0.0,,2.6,,0.8,,0.0,,0.8,,,,,,,
1930-05-09,1930,05,09,,21.7,,14.4,,18.1,,0.0,,0.1,,2.0,,0.0,,2.0,,,,,,,
1930-05-10,1930,05,10,,20.0,,13.9,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-11,1930,05,11,,20.0,,10.0,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-12,1930,05,12,,21.7,,8.9,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-13,1930,05,13,,27.2,,12.2,,19.7,,0.0,,1.7,,11.7,,0.0,,11.7,,,,,,,
1930-05-14,1930,05,14,,14.4,,8.9,,11.7,,6.3,,0.0,,5.3,,0.0,,5.3,,,,,,,
1930-05-15,1930,05,15,,15.6,,7.2,,11.4,,6.6,,0.0,,0.5,,0.0,,0.5,,,,,,,
1930-05-16,1930,05,16,,17.8,,9.4,,13.6,,4.4,,0.0,,0.8,,0.0,,0.8,,,,,,,
1930-05-17,1930,05,17,,13.3,,8.9,,11.1,,6.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-18,1930,05,18,,8.3,,3.3,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-19,1930,05,19,,9.4,,6.1,,7.8,,10.2,,0.0,,25.4,,0.0,,25.4,,,,,,,
1930-05-20,1930,05,20,,17.8,,6.7,,12.3,,5.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-21,1930,05,21,,23.9,,7.2,,15.6,,2.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-22,1930,05,22,,30.0,,12.2,,21.1,,0.0,,3.1,,0.0,,0.0,,0.0,,,,,,,
1930-05-23,1930,05,23,,26.7,,12.8,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,,,,
1930-05-24,1930,05,24,,20.0,,10.0,,15.0,,3.0,,0.0,,1.8,,0.0,,1.8,,,,,,,
1930-05-25,1930,05,25,,12.8,,3.9,,8.4,,9.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-26,1930,05,26,,13.9,,3.9,,8.9,,9.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-27,1930,05,27,,16.7,,2.8,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-05-28,1930,05,28,,13.9,,7.2,,10.6,,7.4,,0.0,,5.3,,0.0,,5.3,,,,,,,
1930-05-29,1930,05,29,,13.3,,4.4,,8.9,,9.1,,0.0,,0.8,,0.0,,0.8,,,,,,,
1930-05-30,1930,05,30,,13.3,,2.8,,8.1,,9.9,,0.0,,0.0,T,0.0,,0.0,T,,,,,,
1930-05-31,1930,05,31,,17.8,,1.7,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-06-01,1930,06,01,,26.1,,10.0,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,,,
1930-06-02,1930,06,02,,27.8,,10.6,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,,,,
1930-06-03,1930,06,03,,30.6,,12.8,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,,,,
1930-06-04,1930,06,04,,32.8,,14.4,,23.6,,0.0,,5.6,,0.0,,0.0,,0.0,,,,,,,
1930-06-05,1930,06,05,,30.0,,15.6,,22.8,,0.0,,4.8,,0.0,,0.0,,0.0,,,,,,,
1930-06-06,1930,06,06,,24.4,,16.7,,20.6,,0.0,,2.6,,8.4,,0.0,,8.4,,,,,,,
1930-06-07,1930,06,07,,16.7,,11.7,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-06-08,1930,06,08,,17.2,,7.8,,12.5,,5.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-06-09,1930,06,09,,19.4,,9.4,,14.4,,3.6,,0.0,,0.3,,0.0,,0.3,,,,,,,
1930-06-10,1930,06,10,,16.7,,13.3,,15.0,,3.0,,0.0,,17.0,,0.0,,17.0,,,,,,,
1930-06-11,1930,06,11,,23.9,,10.6,,17.3,,0.7,,0.0,,0.3,,0.0,,0.3,,,,,,,
1930-06-12,1930,06,12,,24.4,,13.3,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,,,,
1930-06-13,1930,06,13,,26.7,,13.9,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,,,,
1930-06-14,1930,06,14,,28.9,,16.1,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,,,,,,
1930-06-15,1930,06,15,,30.6,,16.7,,23.7,,0.0,,5.7,,0.0,T,0.0,,0.0,T,,,,,,
1930-06-16,1930,06,16,,23.9,,17.2,,20.6,,0.0,,2.6,,6.4,,0.0,,6.4,,,,,,,
1930-06-17,1930,06,17,,25.0,,15.0,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,,,,
1930-06-18,1930,06,18,,24.4,,16.7,,20.6,,0.0,,2.6,,0.5,,0.0,,0.5,,,,,,,
1930-06-19,1930,06,19,,18.9,,14.4,,16.7,,1.3,,0.0,,11.4,,0.0,,11.4,,,,,,,
